,Unnamed: 0,address,balance,timestamp,Vote,Round,Project Name,Proposal State,Proposal Standing,Grant Category,Earmarks,OCEAN Granted,datetime
841,841.0,0xb821A211957E317aF957b28e7292b27a8f9A3b73,6029.71868635384,1622982210.0,Yes,6,Alternate Future Summit,Funded,Unreported,Outreach,New Entrants,24590.0,2021-06-06 12:23:30
842,842.0,0x601cDcA0cF80A750CB7aB33C3bdf1662463023C3,42.0298748662564,1623032765.0,No,6,Alternate Future Summit,Funded,Unreported,Outreach,New Entrants,24590.0,2021-06-07 02:26:05
843,843.0,0x270978cEEe056d9DaCea2367e517f765E05f9974,658.123899209931,1623037693.0,Yes,6,Alternate Future Summit,Funded,Unreported,Outreach,New Entrants,24590.0,2021-06-07 03:48:13
844,844.0,0x7a791fDA775B399f4A78f68a0b66498e6bcD3492,0.0999,1622780864.0,Yes,6,Longtail Financial,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-06-04 04:27:44
845,845.0,0xd11Ddb32f4e6BF3370411BE6AfceAedE551a4E3d,25029.678347218,1622821858.0,Yes,6,Longtail Financial,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-06-04 15:50:58
846,846.0,0x0bc9CD548cc04Bfcf8ef2Fca50c13b9b4F62f6D4,1250.0,1622830996.0,Yes,6,Longtail Financial,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-06-04 18:23:16
847,847.0,0x8Fcf1CA67248A96e63A63Ea125e1fD91D47da4f5,1250.0,1622831217.0,Yes,6,Longtail Financial,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-06-04 18:26:57
848,848.0,0xBF6DEDC1bB233e7E8E8f085227eAA1d611103A68,1250.0,1622831341.0,Yes,6,Longtail Financial,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-06-04 18:29:01
849,849.0,0x008ed443F31a4b3aEe02fbFe61c7572dDaf3A679,1100.2054,1622831466.0,Yes,6,Longtail Financial,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-06-04 18:31:06
850,850.0,0xb821A211957E317aF957b28e7292b27a8f9A3b73,6029.71868635384,1622982523.0,No,6,Longtail Financial,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-06-06 12:28:43
851,851.0,0x42a19cd756651A488f1899157c45Af929bf3695F,32000.0,1622993608.0,No,6,Longtail Financial,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-06-06 15:33:28
852,852.0,0x7a791fDA775B399f4A78f68a0b66498e6bcD3492,0.0999,1622780770.0,Yes,6,Fair Data,Funded,Unreported,Unleash Data,New Entrants,1710.0,2021-06-04 04:26:10
853,853.0,0x0bc9CD548cc04Bfcf8ef2Fca50c13b9b4F62f6D4,1250.0,1622831032.0,Yes,6,Fair Data,Funded,Unreported,Unleash Data,New Entrants,1710.0,2021-06-04 18:23:52
854,854.0,0x8Fcf1CA67248A96e63A63Ea125e1fD91D47da4f5,1250.0,1622831229.0,Yes,6,Fair Data,Funded,Unreported,Unleash Data,New Entrants,1710.0,2021-06-04 18:27:09
855,855.0,0xBF6DEDC1bB233e7E8E8f085227eAA1d611103A68,1250.0,1622831362.0,Yes,6,Fair Data,Funded,Unreported,Unleash Data,New Entrants,1710.0,2021-06-04 18:29:22
856,856.0,0x008ed443F31a4b3aEe02fbFe61c7572dDaf3A679,1100.2054,1622831477.0,Yes,6,Fair Data,Funded,Unreported,Unleash Data,New Entrants,1710.0,2021-06-04 18:31:17
857,857.0,0x975CC4Ef1Ae67e1eDecadB7072a93faeD5552Fa1,38.49,1622859859.0,Yes,6,Fair Data,Funded,Unreported,Unleash Data,New Entrants,1710.0,2021-06-05 02:24:19
858,858.0,0x270978cEEe056d9DaCea2367e517f765E05f9974,658.123899209931,1623037770.0,Yes,6,Fair Data,Funded,Unreported,Unleash Data,New Entrants,1710.0,2021-06-07 03:49:30
859,859.0,0x7a791fDA775B399f4A78f68a0b66498e6bcD3492,0.0999,1625810186.0,Yes,7,Unbanks.me,Down Voted,Down Voted,Build & Integrate,New Entrants,0.0,2021-07-09 05:56:26
860,860.0,0x8F9Be0996bCC9D878815767C3f4FeD35f670B008,0.3,1625816887.0,Yes,7,Unbanks.me,Down Voted,Down Voted,Build & Integrate,New Entrants,0.0,2021-07-09 07:48:07
861,861.0,0xc2006D4ac8B0340317Ca0242151842Dcf5c19393,0.3,1625816895.0,Yes,7,Unbanks.me,Down Voted,Down Voted,Build & Integrate,New Entrants,0.0,2021-07-09 07:48:15
862,862.0,0x12Fe20De6b441F18BA9a3C9A7A78C9BD16723E8d,1.3,1625816905.0,Yes,7,Unbanks.me,Down Voted,Down Voted,Build & Integrate,New Entrants,0.0,2021-07-09 07:48:25
863,863.0,0x663222814387E07B6E680fe3009083B7858db195,2523.3797,1625825547.0,Yes,7,Unbanks.me,Down Voted,Down Voted,Build & Integrate,New Entrants,0.0,2021-07-09 10:12:27
864,864.0,0x48b576c87e788a762D6f95A456f2A39113b46950,20.2666272490826,1625980034.0,Yes,7,Unbanks.me,Down Voted,Down Voted,Build & Integrate,New Entrants,0.0,2021-07-11 05:07:14
865,865.0,0x227FD2fD881Cc6c99DFCcc0FB40f2B1dc2f3F36E,3793.33859637885,1625981095.0,No,7,Unbanks.me,Down Voted,Down Voted,Build & Integrate,New Entrants,0.0,2021-07-11 05:24:55
866,866.0,0x73c4069caC91A21B25b779508ca3E6566B96d392,50000.0,1626033682.0,No,7,Unbanks.me,Down Voted,Down Voted,Build & Integrate,New Entrants,0.0,2021-07-11 20:01:22
867,867.0,0xCb4a0C0f4311C980C58EAf50717a7739480E0659,55690.884,1626033707.0,No,7,Unbanks.me,Down Voted,Down Voted,Build & Integrate,New Entrants,0.0,2021-07-11 20:01:47
868,868.0,0x36f741F4808a329C9E876F551Bcf337B7dDc54Ff,500.0,1626086880.0,Yes,7,Unbanks.me,Down Voted,Down Voted,Build & Integrate,New Entrants,0.0,2021-07-12 10:48:00
869,869.0,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,20206.821778385,1625815743.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 07:29:03
870,870.0,0x12Fe20De6b441F18BA9a3C9A7A78C9BD16723E8d,1.3,1625816844.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 07:47:24
871,871.0,0xc2006D4ac8B0340317Ca0242151842Dcf5c19393,0.3,1625816855.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 07:47:35
872,872.0,0x8F9Be0996bCC9D878815767C3f4FeD35f670B008,0.3,1625816864.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 07:47:44
873,873.0,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,26365.77006754,1625819875.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 08:37:55
874,874.0,0xB121b3DdaA9af45Df9878C855079F8A78eea9772,11434.1,1625820807.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 08:53:27
875,875.0,0x105DfEd176B4c5Ba488Ee5F4362638Ab0216b8c4,71469.0584236849,1625824723.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 09:58:43
876,876.0,0xbbd33AFa85539fa65cc08A2e61a001876D2f13FE,21471.0433484273,1625825094.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 10:04:54
877,877.0,0x0225DD447C812cdEb436352eb44f3ad03B2a4288,22811.92132,1625825394.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 10:09:54
878,878.0,0x8060C684C03Eb9e9065f3799d18CB365d153AbFF,352.131355512682,1625825613.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 10:13:33
879,879.0,0x7Dc445E2B251e82bd45A4401e72Cf60b6B4a13aB,14932.8406001731,1625834467.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 12:41:07
880,880.0,0x362CfE20851584DF00a670b2c8460A3aafD35839,30000.0,1625834784.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 12:46:24
881,881.0,0x48b576c87e788a762D6f95A456f2A39113b46950,20.2666272490826,1625980287.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-11 05:11:27
882,882.0,0x227FD2fD881Cc6c99DFCcc0FB40f2B1dc2f3F36E,3793.33859637885,1625980951.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-11 05:22:31
883,883.0,0xbdD5d655ad781FB9929BFe515EB4A50090444C21,330093.083070615,1626032748.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-11 19:45:48
884,884.0,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,19997.87,1626063183.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 04:13:03
885,885.0,0xEC09020811060215690501aAb132cDA57f5DA749,13960.7361283539,1626063205.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 04:13:25
886,886.0,0xE0093f7A481f1545d4A656726735E544Eb98eD93,500000.0,1626064457.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 04:34:17
887,887.0,0x570f7066bd0A0fdf4d66E7c8dfF562434d1e1789,19300.739,1626064953.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 04:42:33
888,888.0,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,18333.0,1626064980.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 04:43:00
889,889.0,0xf88bD9c3F81f7148E4076bBB8b2e2B0951A8cE38,41837.9259231865,1626066682.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 05:11:22
890,890.0,0xF49A4ba03f69eEf2366303e64Fc7b3a33d3f0043,503.255448130408,1626069121.0,Yes,7,Data Whale,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 05:52:01
891,891.0,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,278424.934432181,1625796048.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 02:00:48
892,892.0,0xbbd33AFa85539fa65cc08A2e61a001876D2f13FE,21471.0433484273,1625810527.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 06:02:07
893,893.0,0xf88bD9c3F81f7148E4076bBB8b2e2B0951A8cE38,41837.9259231865,1625811595.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 06:19:55
894,894.0,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,20206.821778385,1625815831.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 07:30:31
895,895.0,0x12Fe20De6b441F18BA9a3C9A7A78C9BD16723E8d,1.3,1625816926.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 07:48:46
896,896.0,0xc2006D4ac8B0340317Ca0242151842Dcf5c19393,0.3,1625816934.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 07:48:54
897,897.0,0x8F9Be0996bCC9D878815767C3f4FeD35f670B008,0.3,1625816943.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 07:49:03
898,898.0,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,26365.77006754,1625819916.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 08:38:36
899,899.0,0xB121b3DdaA9af45Df9878C855079F8A78eea9772,11434.1,1625820993.0,No,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 08:56:33
900,900.0,0x663222814387E07B6E680fe3009083B7858db195,2523.3797,1625825666.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 10:14:26
901,901.0,0xF49A4ba03f69eEf2366303e64Fc7b3a33d3f0043,503.255448130408,1625839549.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 14:05:49
902,902.0,0xCb4a0C0f4311C980C58EAf50717a7739480E0659,55690.884,1625851819.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-09 17:30:19
903,903.0,0xd71B984f8028af956fD5dAcE23Dd4f90475a82CC,49999.73335,1625898530.0,No,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-10 06:28:50
904,904.0,0x48b576c87e788a762D6f95A456f2A39113b46950,20.2666272490826,1625980426.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-11 05:13:46
905,905.0,0x227FD2fD881Cc6c99DFCcc0FB40f2B1dc2f3F36E,3793.33859637885,1625981065.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-11 05:24:25
906,906.0,0x933eB82f95dC30A171f70D4A0A4b3182B6361c5E,750.102972157529,1626028555.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-11 18:35:55
907,907.0,0xbdD5d655ad781FB9929BFe515EB4A50090444C21,330093.083070615,1626032903.0,No,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-11 19:48:23
908,908.0,0x73c4069caC91A21B25b779508ca3E6566B96d392,50000.0,1626033226.0,No,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-11 19:53:46
909,909.0,0xeA13bF673e8837F742c0D4C35733f0E7F6522760,84170.3255823225,1626035754.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-11 20:35:54
910,910.0,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,19997.87,1626060235.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 03:23:55
911,911.0,0x570f7066bd0A0fdf4d66E7c8dfF562434d1e1789,19300.739,1626064695.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 04:38:15
912,912.0,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,18333.0,1626064791.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 04:39:51
913,913.0,0x01d5595949fdbE521fbC39EaF09192dfFB3bFc17,28576.286,1626066049.0,No,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 05:00:49
914,914.0,0x36f741F4808a329C9E876F551Bcf337B7dDc54Ff,500.0,1626086856.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 10:47:36
915,915.0,0xcA3b7E1312Ad020C058eF4942e3f33fFe6fD7b5c,13764.1857439214,1626087351.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 10:55:51
916,916.0,0xD0a2813A5d4fB68e2192d04fF9e1c6A72A9285e8,100000.0,1626087396.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 10:56:36
917,917.0,0x8060C684C03Eb9e9065f3799d18CB365d153AbFF,352.131355512682,1626088709.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 11:18:29
918,918.0,0x096b4d5776D44CAE05880e0703C9958b08B11F39,50000.0,1626090427.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 11:47:07
919,919.0,0xA95cCef9561842495E7538d0dD97cE1ABF0a5242,50000.0,1626090590.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 11:49:50
920,920.0,0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,232701.899999411,1626091190.0,Yes,7,DataUnion Foundation,Funded,Completed,Build & Integrate,General,32000.0,2021-07-12 11:59:50
921,921.0,0xbbd33AFa85539fa65cc08A2e61a001876D2f13FE,21471.0433484273,1625810518.0,Yes,7,DataX,Funded,Completed,Build & Integrate,New Entrants,32000.0,2021-07-09 06:01:58
922,922.0,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,26365.77006754,1625819673.0,Yes,7,DataX,Funded,Completed,Build & Integrate,New Entrants,32000.0,2021-07-09 08:34:33
923,923.0,0xB121b3DdaA9af45Df9878C855079F8A78eea9772,11434.1,1625820949.0,Yes,7,DataX,Funded,Completed,Build & Integrate,New Entrants,32000.0,2021-07-09 08:55:49
924,924.0,0x27B3035ab7F71d711dE25f114768F5F64B61857B,44349.8,1625840673.0,Yes,7,DataX,Funded,Completed,Build & Integrate,New Entrants,32000.0,2021-07-09 14:24:33
925,925.0,0xCb4a0C0f4311C980C58EAf50717a7739480E0659,55690.884,1625851864.0,Yes,7,DataX,Funded,Completed,Build & Integrate,New Entrants,32000.0,2021-07-09 17:31:04
926,926.0,0x48b576c87e788a762D6f95A456f2A39113b46950,20.2666272490826,1625980394.0,Yes,7,DataX,Funded,Completed,Build & Integrate,New Entrants,32000.0,2021-07-11 05:13:14
927,927.0,0x227FD2fD881Cc6c99DFCcc0FB40f2B1dc2f3F36E,3793.33859637885,1625981036.0,Yes,7,DataX,Funded,Completed,Build & Integrate,New Entrants,32000.0,2021-07-11 05:23:56
928,928.0,0xCeea299D63fdd2d05B4406918A1bDEb429a24316,268770.308095623,1626032411.0,Yes,7,DataX,Funded,Completed,Build & Integrate,New Entrants,32000.0,2021-07-11 19:40:11
929,929.0,0x03310BaF844Bfe66aaDd339c73F9229F35aA4c6d,177640.98,1626032976.0,Yes,7,DataX,Funded,Completed,Build & Integrate,New Entrants,32000.0,2021-07-11 19:49:36
930,930.0,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,19997.87,1626063668.0,Yes,7,DataX,Funded,Completed,Build & Integrate,New Entrants,32000.0,2021-07-12 04:21:08
931,931.0,0xE0093f7A481f1545d4A656726735E544Eb98eD93,500000.0,1626069591.0,Yes,7,DataX,Funded,Completed,Build & Integrate,New Entrants,32000.0,2021-07-12 05:59:51
932,932.0,0xeFB850EA4963Eb6d1A914D4Eb0b114026da51623,550.0,1626082862.0,Yes,7,DataX,Funded,Completed,Build & Integrate,New Entrants,32000.0,2021-07-12 09:41:02
933,933.0,0xf88bD9c3F81f7148E4076bBB8b2e2B0951A8cE38,41837.9259231865,1625811561.0,Yes,7,Project Coral,Not Granted,Completed,Outreach,General,0.0,2021-07-09 06:19:21
934,934.0,0x01d5595949fdbE521fbC39EaF09192dfFB3bFc17,28576.286,1625811665.0,Yes,7,Project Coral,Not Granted,Completed,Outreach,General,0.0,2021-07-09 06:21:05
935,935.0,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,20206.821778385,1625815784.0,Yes,7,Project Coral,Not Granted,Completed,Outreach,General,0.0,2021-07-09 07:29:44
936,936.0,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,26365.77006754,1625819908.0,Yes,7,Project Coral,Not Granted,Completed,Outreach,General,0.0,2021-07-09 08:38:28
937,937.0,0x362CfE20851584DF00a670b2c8460A3aafD35839,30000.0,1625834808.0,Yes,7,Project Coral,Not Granted,Completed,Outreach,General,0.0,2021-07-09 12:46:48
938,938.0,0x48b576c87e788a762D6f95A456f2A39113b46950,20.2666272490826,1625980359.0,Yes,7,Project Coral,Not Granted,Completed,Outreach,General,0.0,2021-07-11 05:12:39
939,939.0,0x227FD2fD881Cc6c99DFCcc0FB40f2B1dc2f3F36E,3793.33859637885,1625981008.0,Yes,7,Project Coral,Not Granted,Completed,Outreach,General,0.0,2021-07-11 05:23:28
940,940.0,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,19997.87,1626063212.0,Yes,7,Project Coral,Not Granted,Completed,Outreach,General,0.0,2021-07-12 04:13:32
941,941.0,0x36f741F4808a329C9E876F551Bcf337B7dDc54Ff,500.0,1626086927.0,Yes,7,Project Coral,Not Granted,Completed,Outreach,General,0.0,2021-07-12 10:48:47
942,942.0,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,278424.934432181,1625796063.0,Yes,7,Nano Sensor Powered Smart Cities,Funded,Unreported,Unleash Data,New Entrants,32000.0,2021-07-09 02:01:03
943,943.0,0xCb4a0C0f4311C980C58EAf50717a7739480E0659,55690.884,1625851780.0,No,7,Nano Sensor Powered Smart Cities,Funded,Unreported,Unleash Data,New Entrants,32000.0,2021-07-09 17:29:40
944,944.0,0x53CB14af00560E779baCa9A662F6213dC573B906,500.0,1625907520.0,Yes,7,Nano Sensor Powered Smart Cities,Funded,Unreported,Unleash Data,New Entrants,32000.0,2021-07-10 08:58:40
945,945.0,0x48b576c87e788a762D6f95A456f2A39113b46950,20.2666272490826,1625980328.0,Yes,7,Nano Sensor Powered Smart Cities,Funded,Unreported,Unleash Data,New Entrants,32000.0,2021-07-11 05:12:08
946,946.0,0x227FD2fD881Cc6c99DFCcc0FB40f2B1dc2f3F36E,3793.33859637885,1625980978.0,Yes,7,Nano Sensor Powered Smart Cities,Funded,Unreported,Unleash Data,New Entrants,32000.0,2021-07-11 05:22:58
947,947.0,0xbdD5d655ad781FB9929BFe515EB4A50090444C21,330093.083070615,1626033461.0,No,7,Nano Sensor Powered Smart Cities,Funded,Unreported,Unleash Data,New Entrants,32000.0,2021-07-11 19:57:41
948,948.0,0x36f741F4808a329C9E876F551Bcf337B7dDc54Ff,500.0,1626086835.0,Yes,7,Nano Sensor Powered Smart Cities,Funded,Unreported,Unleash Data,New Entrants,32000.0,2021-07-12 10:47:15
949,949.0,0xcA3b7E1312Ad020C058eF4942e3f33fFe6fD7b5c,13764.1857439214,1626087344.0,Yes,7,Nano Sensor Powered Smart Cities,Funded,Unreported,Unleash Data,New Entrants,32000.0,2021-07-12 10:55:44
950,950.0,0xD0a2813A5d4fB68e2192d04fF9e1c6A72A9285e8,100000.0,1626087391.0,Yes,7,Nano Sensor Powered Smart Cities,Funded,Unreported,Unleash Data,New Entrants,32000.0,2021-07-12 10:56:31
951,951.0,0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,232701.899999411,1626091199.0,Yes,7,Nano Sensor Powered Smart Cities,Funded,Unreported,Unleash Data,New Entrants,32000.0,2021-07-12 11:59:59
952,952.0,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,278424.934432181,1625796072.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-09 02:01:12
953,953.0,0xbbd33AFa85539fa65cc08A2e61a001876D2f13FE,21471.0433484273,1625810478.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-09 06:01:18
954,954.0,0x01d5595949fdbE521fbC39EaF09192dfFB3bFc17,28576.286,1625811418.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-09 06:16:58
955,955.0,0xf88bD9c3F81f7148E4076bBB8b2e2B0951A8cE38,41837.9259231865,1625811524.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-09 06:18:44
956,956.0,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,20206.821778385,1625815654.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-09 07:27:34
957,957.0,0x105DfEd176B4c5Ba488Ee5F4362638Ab0216b8c4,71469.0584236849,1625824429.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-09 09:53:49
958,958.0,0x362CfE20851584DF00a670b2c8460A3aafD35839,30000.0,1625834681.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-09 12:44:41
959,959.0,0xF49A4ba03f69eEf2366303e64Fc7b3a33d3f0043,503.255448130408,1625839398.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-09 14:03:18
960,960.0,0x27B3035ab7F71d711dE25f114768F5F64B61857B,44349.8,1625840627.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-09 14:23:47
961,961.0,0xd11Ddb32f4e6BF3370411BE6AfceAedE551a4E3d,50000.000347218,1625847649.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-09 16:20:49
962,962.0,0xCb4a0C0f4311C980C58EAf50717a7739480E0659,55690.884,1625850257.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-09 17:04:17
963,963.0,0x975CC4Ef1Ae67e1eDecadB7072a93faeD5552Fa1,38.49,1625905940.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-10 08:32:20
964,964.0,0x48b576c87e788a762D6f95A456f2A39113b46950,20.2666272490826,1625980087.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-11 05:08:07
965,965.0,0x227FD2fD881Cc6c99DFCcc0FB40f2B1dc2f3F36E,3793.33859637885,1625980772.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-11 05:19:32
966,966.0,0xbdD5d655ad781FB9929BFe515EB4A50090444C21,330093.083070615,1626032712.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-11 19:45:12
967,967.0,0xeA13bF673e8837F742c0D4C35733f0E7F6522760,84170.3255823225,1626035705.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-11 20:35:05
968,968.0,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,19997.87,1626060673.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-12 03:31:13
969,969.0,0xE0093f7A481f1545d4A656726735E544Eb98eD93,500000.0,1626069297.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-12 05:54:57
970,970.0,0x096b4d5776D44CAE05880e0703C9958b08B11F39,50000.0,1626090373.0,Yes,7,Clean Docs,Funded,Completed,Core Software,General,12000.0,2021-07-12 11:46:13
971,971.0,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,26365.77006754,1625819815.0,Yes,7,Datapeek,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-07-09 08:36:55
972,972.0,0xB121b3DdaA9af45Df9878C855079F8A78eea9772,11434.1,1625820898.0,Yes,7,Datapeek,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-07-09 08:54:58
973,973.0,0x48b576c87e788a762D6f95A456f2A39113b46950,20.2666272490826,1625980061.0,Yes,7,Datapeek,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-07-11 05:07:41
974,974.0,0x227FD2fD881Cc6c99DFCcc0FB40f2B1dc2f3F36E,3793.33859637885,1625980744.0,Yes,7,Datapeek,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-07-11 05:19:04
975,975.0,0x42a19cd756651A488f1899157c45Af929bf3695F,32000.0,1626086146.0,Yes,7,Datapeek,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-07-12 10:35:46
976,976.0,0x36f741F4808a329C9E876F551Bcf337B7dDc54Ff,500.0,1626086780.0,Yes,7,Datapeek,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-07-12 10:46:20
977,977.0,0xCeea299D63fdd2d05B4406918A1bDEb429a24316,268770.308095623,1626086955.0,Yes,7,Datapeek,Not Granted,Not Granted,Unleash Data,New Entrants,0.0,2021-07-12 10:49:15
