,voter,created,ipfs,vp,choice
953,0x054eFb6d55466Ba2ffB4133f39aE67985a314BED,1633846738,QmcfXX6HH7VNz5bYm4CrjkUAFv19ay39U3zzqktdCHVj6V,47919.330015940366,1.0
954,0x7AE976f591577bFF32a8DCed2ebFA596239fAf13,1633846722,QmeWqjm4SgUSF95rSucPx2Sc4oavEsvFhgkc4qnb2BKNuh,11177.93808322,1.0
955,0x7AE976f591577bFF32a8DCed2ebFA596239fAf13,1633846675,QmbL4mzGMmvGUooZ18fFd9GbF1VGfyWYe9i5ASgWvYksQz,11177.93808322,1.0
956,0x054eFb6d55466Ba2ffB4133f39aE67985a314BED,1633846660,QmbQ3HKXf8YHqR4i1nXhqV9jFDZLPRcF1mgPdsZM2JYLrh,47919.330015940366,1.0
957,0x054eFb6d55466Ba2ffB4133f39aE67985a314BED,1633846622,QmXYd2HSRaYrLCQwPi79ytQHYd8hFRTaGMLf8NDxPGZHZE,47919.330015940366,1.0
958,0x7AE976f591577bFF32a8DCed2ebFA596239fAf13,1633846601,QmbmZMPdEzhw11jmwXbB6AByez9HuoTuGNK6s8VquEkg99,11177.93808322,1.0
959,0x7AE976f591577bFF32a8DCed2ebFA596239fAf13,1633846553,QmbBJETtPw4nyDiCsL1gCwoVYExFj7UeFZ3qCqQXBi3hr3,11177.93808322,1.0
960,0x054eFb6d55466Ba2ffB4133f39aE67985a314BED,1633846538,QmYrudHcjGWSMbQNN6MoLfUK7TzhXu38qbAh7VhahdXQUU,47919.330015940366,1.0
961,0x054eFb6d55466Ba2ffB4133f39aE67985a314BED,1633846486,QmUmRB77FU4rJx1qQW1oWUYamuL76Quzt1XEX9ZDzqPpLJ,47919.330015940366,1.0
962,0x7AE976f591577bFF32a8DCed2ebFA596239fAf13,1633846468,QmeJkcJp5ey5q9b2VVCjMNqzAXEMeESqAJrYLfNfCWAhvh,11177.93808322,1.0
963,0x7AE976f591577bFF32a8DCed2ebFA596239fAf13,1633846442,QmcGJ36pJgm2M5U1YBLPkS7aMyxWJaTey6A7AciEiX2XEX,11177.93808322,1.0
964,0x054eFb6d55466Ba2ffB4133f39aE67985a314BED,1633846415,QmQa7eHJ8FTdDrpus9kBGPNuXd5b4PEacEoWHTgxvb1wDG,47919.330015940366,1.0
965,0x054eFb6d55466Ba2ffB4133f39aE67985a314BED,1633846367,QmekrWvzU9tnaPpka9McmSuKCgYptMmkqBySSMVdvL67Nz,47919.330015940366,2.0
966,0x7AE976f591577bFF32a8DCed2ebFA596239fAf13,1633846352,QmXHrkQLmDCKgiKHM61jxtkoKc2PAJvo7LthZwWiiD2iF5,11177.93808322,2.0
967,0x7AE976f591577bFF32a8DCed2ebFA596239fAf13,1633846247,Qmc6qqSgnhM4uVPvzbkKWBbzxiArDHKsa5zAyAJuSEoTfS,11177.93808322,2.0
968,0x054eFb6d55466Ba2ffB4133f39aE67985a314BED,1633846215,QmeR3waja7o9f53nAQJ6ztkyfoNQFLvrG3kQ8ZgLaqjNAy,47919.330015940366,2.0
969,0x054eFb6d55466Ba2ffB4133f39aE67985a314BED,1633846187,QmU2RRnVFEbDHNs4RoikJsNcGhb9X2nzXgZLyCjJUs1pNh,47919.330015940366,1.0
970,0x7AE976f591577bFF32a8DCed2ebFA596239fAf13,1633846165,QmZ1UaNANycXauME2D3ngcUMSqzpG8RWmbmKkXXdzbrKkF,11177.93808322,1.0
971,0x7AE976f591577bFF32a8DCed2ebFA596239fAf13,1633846032,QmZ8NUYJPqH7Lypxyxwb8HT1sRAr4XDhxDW4B6zkPizwFu,11177.93808322,2.0
972,0x054eFb6d55466Ba2ffB4133f39aE67985a314BED,1633845968,QmPnFF1RbQgTrXEH4SN9p4KPy7ynjNuq3sCvqhgVSeXrYj,47919.330015940366,2.0
973,0xf92d2Ff667F905EC34396af4769ff6D04E7ec84e,1633843359,QmW9yWqkj7odZ6zaXN8BexVD2BxqRZbAaTjeGvFdV5NNUK,500000.0,1.0
974,0xE0093f7A481f1545d4A656726735E544Eb98eD93,1633839350,QmSbguepqFUtUD7q9rzy9eNSXSe6oF1VBYb9EwLhakwkx4,376000.0,1.0
975,0x254Ba7254366CA7afE007897358Ee0b45CA933E2,1633835634,QmRndMXpcQn7U9FjvdYWe7t2pmoGm8FyQ79EQiJqVJhBYn,522.0,1.0
976,0x7f8c1877Ed0DA352F78be4Fe4CdA58BB804a30dF,1633830606,QmQAgrvqRJrfNMZzFetn9PDo9ycr1iWfvjbcpj5xLkoneW,493.932066390648,2.0
977,0x7f8c1877Ed0DA352F78be4Fe4CdA58BB804a30dF,1633830574,Qmbs29M9wWWhgscazeFgJaKPstbN5mcY8DZrY1HDzjtYiz,493.932066390648,1.0
978,0x7f8c1877Ed0DA352F78be4Fe4CdA58BB804a30dF,1633830497,QmdfvcyiP9xsg5QCFQ51wk4JV1Tr2PJk5AqYcxjBfVXaen,493.932066390648,1.0
979,0x7f8c1877Ed0DA352F78be4Fe4CdA58BB804a30dF,1633830469,QmShdjsMaBT3cy8RuGx7kw1TAzQkXvy82d9P9urKYLW99x,493.932066390648,1.0
980,0x7f8c1877Ed0DA352F78be4Fe4CdA58BB804a30dF,1633830440,Qmf1BpbQwVb7KmaNcVi9vrNwftzCGCWFpYQRtdugWmFpMo,493.932066390648,1.0
981,0x7f8c1877Ed0DA352F78be4Fe4CdA58BB804a30dF,1633830409,QmPjta4X3siELL8R4gghHu5db6tyswfVbgyGPmbqJqcAf3,493.932066390648,1.0
982,0x7f8c1877Ed0DA352F78be4Fe4CdA58BB804a30dF,1633830361,QmNjHLN8BJGq2wp6uquh7a4jrTWS4xuVTWWs8b7Q8xmpua,493.932066390648,1.0
983,0x7f8c1877Ed0DA352F78be4Fe4CdA58BB804a30dF,1633830319,QmQR8nzhV6SrcfW6btYkpD8i3bTDA8G378VX6GrLswqiqf,493.932066390648,1.0
984,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816345,QmZccawFAxw8BuVP9SP9c1AKiXywGfGLHm13QGUWao78ZZ,118661.13215781772,2.0
985,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816335,Qmd3S6KGy9JpRvePjuz8KNGvHduQGusvxEbchv9MFq5fUk,118661.13215781772,2.0
986,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816315,QmR7bQut1Jzw9i3yuZid8oC6ripMCs3os2PdgquZ6p1rGt,118661.13215781772,2.0
987,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816301,QmNoUUdZo7DsMyZLGPcWhdQz2KFLtApq5oLjCDy73izter,118661.13215781772,2.0
988,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816292,QmcShuKgDdiLHWctQ3Ah2ZH21LHXDwMbWYEJZ6V6egNnfH,118661.13215781772,2.0
989,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816283,QmbExLxUadMrZN42UdaiMM4UkPq4cUgEf4GqjMPn8GhGvF,118661.13215781772,2.0
990,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816270,QmRNUUjkxEpMJvHEBDhzBEpbnmhmArC8uKE7GNHbkan6ev,118661.13215781772,2.0
991,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816258,QmavUbM1TkKhymXt5TpKfNTR5ZS9FDQ6oB4cP4jRBkX75M,118661.13215781772,1.0
992,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816245,QmX8EDKuprP5xBN6mEqRw9Hogn3CKeBXPy5pSMwB4za8oK,118661.13215781772,2.0
993,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816198,QmW28N2wRBXd3x7rBzpGLtLRAGXUCttE7f8RpNTvaCbnZF,118661.13215781772,2.0
994,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816189,Qmcxqg1AzuDPV3QeR5eQDd3tV63ogrpcA4DvMFMeA7MJx3,118661.13215781772,2.0
995,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816175,QmfWu6tf5dCrmJrT7qRrm9GCXpdKhso6tjAsVyW9EHoXCA,118661.13215781772,2.0
996,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816165,QmXJsspJRcm6AKohSBtncW63A1XGSLuqbgXfC2SQ39BJYN,118661.13215781772,2.0
997,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816152,QmdwsUqvj14jjpqQdt8p1zDoAAEmADe769DDLSU4x9s1To,118661.13215781772,2.0
998,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816140,QmejNSQuoxe3HNwcSdygniBv727cWbatCVjobzSnSJV6S5,118661.13215781772,2.0
999,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816126,QmV92ijFCzeADRoRW1stEF9gvxYpRCER6AfaAgUdC1YZPB,118661.13215781772,2.0
1000,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816114,QmWEwzXjF3bASK7X9PdU8zxhhMUba3Pv9HucnBrupBd22Q,118661.13215781772,2.0
1001,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816103,QmYiucw4deZvibeNghKM8fzMXQLGfieVrZYm5hMCUyn3Zg,118661.13215781772,2.0
1002,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816093,QmVdu6tcUcE9JjkAYzS4k6ZLfHeFZwjCh4FvAVCFNTKnLn,118661.13215781772,2.0
1003,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816048,Qmb35CfhALU4yuWjPChdkuXQz3BcHxtaKaL57PaNi9BuDQ,118661.13215781772,2.0
1004,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633816028,QmXPK8LWTBTK37tjsgFzdany3B3Zt8bC9jjFnUk9f5G36Y,118661.13215781772,2.0
1005,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633815992,QmZw5E9YE5BAypdRqqgrZVBVVstk3KY466Je8XVPQ4Eej4,118661.13215781772,2.0
1006,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633815974,Qmen4uL8t3eohCyhkAYoyWakPuG4YCY41b7p2gvHrZdfXa,118661.13215781772,2.0
1007,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633815935,QmeY2AwMJGAUXG5trXar7rvdsyCaPRLztM15vHqyJXzEqS,118661.13215781772,1.0
1008,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633815873,QmQfKjJK5o2K176gGno7Xzj1mAjuHMbCitHatzESuKKFXd,118661.13215781772,2.0
1009,0x1578407965a00d5A8C7aeE46b7DF6f9a1bEdC311,1633815756,QmW9cQcMrQTYx8Qn26U9EKRESxpdgnYE6QfECPE2JtXUhy,118661.13215781772,2.0
1010,0xD896038c67EC4273aF33059f4b980a01587fd7BC,1633813758,QmWduy2N7pLNCz2EDSqT4kKofjc2C7arXjySbGnpshCVYc,93748.0757836409,1.0
1011,0x519E21a4BF3eB67d811b04B4d8d44dEaBA5F5e0a,1633813735,QmVYYuiVaVM4b5PMT39qzU66tkU9JojwmHSZ4Agzu9Ym2D,3984.960418950419,1.0
1012,0x519E21a4BF3eB67d811b04B4d8d44dEaBA5F5e0a,1633813671,QmNV5vc8wggwZGWMwbreaTJpa4uk4xXZmsreCpTTR8ppZo,3984.960418950419,1.0
1013,0xD896038c67EC4273aF33059f4b980a01587fd7BC,1633813616,QmV16g7d3zNfjKAYzMdBR9p7FQ9SENouVXwrf3gKmP5tH6,93748.0757836409,1.0
1014,0x125b499d35cc82E80e3CD9f34724a2C15C82b3c8,1633797985,QmZZ9eTXqpueuZYWPUhApWAs2Lko6bBE88Ya6MXDhyAdzD,50412.5,1.0
1015,0x125b499d35cc82E80e3CD9f34724a2C15C82b3c8,1633797779,Qmb3QQ8djp2m38o1yyLL6eubUszxbknLutx3y2Go648dr5,50412.5,1.0
1016,0x125b499d35cc82E80e3CD9f34724a2C15C82b3c8,1633797676,Qmb2U8sA7owBnFdWrNf2ruwjxFBtKXurX1wePNfHVDgkYu,50412.5,1.0
1017,0x125b499d35cc82E80e3CD9f34724a2C15C82b3c8,1633797629,QmWRRKMbsbEZpyuHYDARMvF1cHA8crhqBqJT8myuZXtQWY,50412.5,1.0
1018,0x125b499d35cc82E80e3CD9f34724a2C15C82b3c8,1633797558,QmVowj2vcXyaR79bQRZKJ1LbdpggDcYxc4gJNwHnNgeKgx,50412.5,1.0
1019,0xc256CA06427ef6d95574522Aa2f5977A6201954A,1633785689,QmagGyEnZ5dF8DTJWyhBd2yLerw3Np5b2HDXQJyVcJ5P6t,10022.404308809035,1.0
1020,0xc256CA06427ef6d95574522Aa2f5977A6201954A,1633785627,QmdniUKoZFdrA2bwhze3UUf8VjYG8fAMReHPmcAZN9HKzR,10022.404308809035,1.0
1021,0xc256CA06427ef6d95574522Aa2f5977A6201954A,1633785550,QmUq5nHYBYY5upEwL4ipRv8VcD7evEp1CFyYY4ChEAr2hv,10022.404308809035,1.0
1022,0x105DfEd176B4c5Ba488Ee5F4362638Ab0216b8c4,1633785267,QmbguTeDkeoGVTKm8wkJP8pFREXYWWgC1DSmATFNxSeKYN,91369.75768550107,2.0
1023,0x105DfEd176B4c5Ba488Ee5F4362638Ab0216b8c4,1633785140,QmdaYQTUHjtDv2nwFw2nyMKXYuFPsJfQhNWM9utosAFAR3,91369.75768550107,2.0
1024,0x445a247A5C3806E2DE2E52d0C0c0c4CA82388321,1633780947,QmayUuoycnGxGqwfBfwwLv3KTATrsX8RFB6aPTr5uWPap3,90.05685565060305,1.0
1025,0xE0093f7A481f1545d4A656726735E544Eb98eD93,1633779626,QmbABpDAozrzvK3ex8jpcatBfV1cn5bQoAm9Vi7XwqmfGP,376000.0,1.0
1026,0x86307df93c38C9A8C5E7E7bd40734Ab522e393Fb,1633774506,QmVgxjKpDq6gKAqhJAjCv4JPcZMUR9fUL62zfVRBXdT3Fb,7367.04783,1.0
1027,0x86307df93c38C9A8C5E7E7bd40734Ab522e393Fb,1633774432,QmTmJeiVQhVCskchdAQFwqGQn6wsVKobBbkR9RaddLWf9v,7367.04783,1.0
1028,0x86307df93c38C9A8C5E7E7bd40734Ab522e393Fb,1633774327,QmS6FyXbSfsRKQtBUvSriTCcojnMEefim3qASfSrDNDPRk,7367.04783,1.0
1029,0x86307df93c38C9A8C5E7E7bd40734Ab522e393Fb,1633774246,QmXcKRWtz43PdxLUqwS9q8LQ5At4GHEhiM4BwRVaM3MX4K,7367.04783,1.0
1030,0x86307df93c38C9A8C5E7E7bd40734Ab522e393Fb,1633774192,QmP4V8fzyP5VXU6bhbhD88oFQhMWWNEnt3DDcCbmiyNJet,7367.04783,1.0
1031,0x86307df93c38C9A8C5E7E7bd40734Ab522e393Fb,1633773845,QmRezsoKUxHuyc3Bgv6g9TMW7LZCXcqJCCCmrgxZzeNoK1,7367.04783,1.0
1032,0x95455631BB8c09AF502036E66798C0248f1E234e,1633765617,Qmbf7CxzenwoX9syfbADfsKdjKo1Jp6wk5hV8fK5P4ipRz,4138.98624,1.0
1033,0x53fdb2e2aD98a318043a447b6768Be7f4070DDd5,1633763046,QmezJMDgT6VTPnyoCDHZHY6GAJ2MxzKFLHGEKYSWUQSm5w,23264.0,1.0
1034,0xFe6adE773ed111BF9932f0e3a6722d52cbFe16e4,1633762994,QmbJoyF1vs5eAsJ6ZErJyanVAD59rwmhiSUTgDxeHX6giL,500.0,1.0
1035,0x26E4674c09CBbf0b367aae65d8d08b112E307A53,1633756591,QmbVFoCSTiS6ERBEHm7mZgKRWU1dvHo2LLQbFdQojCVUtv,490000.0,2.0
1036,0xeBD4FDE1283f05744e105412E77A1A42053A6F88,1633756049,QmTRypHf5BWNhdqcQbvByLoDjGPeSHoS3S9oXyL8anYMGw,300.0,1.0
1037,0xbbd33AFa85539fa65cc08A2e61a001876D2f13FE,1633755773,QmeqWjqCc9tJtWT3xTCoXmM5dTWY34kKSNSVTNRzV5QSjd,30859.69056854127,1.0
1038,0xbbd33AFa85539fa65cc08A2e61a001876D2f13FE,1633755759,QmbR8kakHiw8J6kgrMi515tgtkvHtxWid1WSstTaBbT4Vj,30859.69056854127,1.0
1039,0x0afB51f268532aBDc517A6c206036acE2d60c0Fc,1633753072,QmUTitfNyCtX3kxACav8FXRTacsJEGtfiQXcVX2UojpLPv,920.1071086287365,1.0
1040,0x0afB51f268532aBDc517A6c206036acE2d60c0Fc,1633753031,QmXMNWaea45x4wPQw5kG6hPq81ZQPNLQe4ehNDeFHiA1Hv,920.1071086287365,1.0
1041,0x0afB51f268532aBDc517A6c206036acE2d60c0Fc,1633752933,QmZKoUySjK8rsfuNCGraFP5sg4jbSNhNtpFrRjRj61xiNP,920.1071086287365,1.0
1042,0x0afB51f268532aBDc517A6c206036acE2d60c0Fc,1633752902,QmYK8KSjdb6eY5izJbaK7k1G4Q1AHm74L6gswDugDQVpnf,920.1071086287365,1.0
1043,0x0afB51f268532aBDc517A6c206036acE2d60c0Fc,1633752840,QmcUXXrzGNiwbKbCTABWNQDDrdNzU6aXBprZBp3P7R8mJs,920.1071086287365,1.0
1044,0x0afB51f268532aBDc517A6c206036acE2d60c0Fc,1633752735,QmaDmo5G7YSBdfpathHLhdjFTNTCS3Ja9hvHaQMXoU27W4,920.1071086287365,1.0
1045,0x0afB51f268532aBDc517A6c206036acE2d60c0Fc,1633752645,QmbPwZvHYYcoKB2aJ2tYEr58nQWfJpSGqMsztdJyvGJKmV,920.1071086287365,1.0
1046,0x0afB51f268532aBDc517A6c206036acE2d60c0Fc,1633752623,Qmbri9YKEGdqhKSHR4Nozcf2qZcsf45viUb9ohWX4SdF2o,920.1071086287365,1.0
1047,0x0afB51f268532aBDc517A6c206036acE2d60c0Fc,1633752590,QmTinpqcqfB1igaSSA4Bt4fkCF44AVfqDFaMBfuBCFskfK,920.1071086287365,1.0
1048,0x0afB51f268532aBDc517A6c206036acE2d60c0Fc,1633752554,QmPyXTy83Er4TE59XyEY23rqaEDqDk5xLsgCmWbxUgep94,920.1071086287365,1.0
1049,0x0afB51f268532aBDc517A6c206036acE2d60c0Fc,1633752470,QmPxNqmvsNDC1hPcuakCMkqDRErKfy2c6HtYvY8hZiqToR,920.1071086287365,1.0
1050,0x0afB51f268532aBDc517A6c206036acE2d60c0Fc,1633752384,QmTiSAzNfBFaivds79SgnU5A9WW4x6THXxEFArv3wPfC1U,920.1071086287365,1.0
1051,0x26E4674c09CBbf0b367aae65d8d08b112E307A53,1633752258,QmXDqyxgRjApX1c2UaBAeStRjCcMEUaUJqqyE7oK53RDXA,490000.0,2.0
1052,0x26E4674c09CBbf0b367aae65d8d08b112E307A53,1633747658,QmZSDHgoQvLmCz3nVnT2SKQyLNdvkAGm8a8MXVyEaJzVEg,490000.0,2.0
1053,0x26E4674c09CBbf0b367aae65d8d08b112E307A53,1633746292,QmakG9cDWPqzw9RMPFB2tYRbmEWyvx9ALcg6euWoNgekqJ,490000.0,2.0
1054,0x26E4674c09CBbf0b367aae65d8d08b112E307A53,1633746084,QmUhxjYfwAEhsDDNR5xaQ8tqLMd9AuBL3uuWrqpzKp45e9,490000.0,1.0
1055,0x26E4674c09CBbf0b367aae65d8d08b112E307A53,1633746046,QmQ7Xswh8XSocyiZU1Q4Z38tFAGi25P7FfoZZ1dkioQnA5,490000.0,1.0
1056,0x48b576c87e788a762D6f95A456f2A39113b46950,1633743185,QmVpjGT5UvSNxea6zAYVMwr54BTa5KxDard3pcHBb7Zjqi,20.076942977133253,1.0
1057,0x48b576c87e788a762D6f95A456f2A39113b46950,1633743093,QmRZLCgPiirRsZAprxC5esEAvhKKavf9a2Gf1z7YiRLdg9,20.076942977133253,1.0
1058,0x48b576c87e788a762D6f95A456f2A39113b46950,1633743066,QmV1fUWKd3QkrjHEfbQ3sFwBuSbypiqWKqEfwCdHsgbJiT,20.076942977133253,1.0
1059,0x48b576c87e788a762D6f95A456f2A39113b46950,1633743034,QmVX86zS1w8QtBF5XXpKA4wg1od2nNFMGwjNoQbh61PcRX,20.076942977133253,1.0
1060,0x48b576c87e788a762D6f95A456f2A39113b46950,1633743014,QmS8zvKH7ooY4fbGtjDfJoyCQS7nR5phX4LJouzfLGyAbJ,20.076942977133253,1.0
1061,0x48b576c87e788a762D6f95A456f2A39113b46950,1633742991,QmXjUsbPqNWRiwkdVcjQUMLMz1vNw8mZKPqfmjX4VonSS6,20.076942977133253,1.0
1062,0x48b576c87e788a762D6f95A456f2A39113b46950,1633742951,QmNoTH9nWLcV67yrVqHfcx7yJQB4R8WLWuXgyVtqvDvT7y,20.076942977133253,1.0
1063,0x48b576c87e788a762D6f95A456f2A39113b46950,1633742916,QmWdRo1BVJXjyfxaAEA7iUMqMjHtgNb6SfyssTuu9h65aQ,20.076942977133253,1.0
1064,0x48b576c87e788a762D6f95A456f2A39113b46950,1633742895,QmXEHqd32zdHBLq11UuotjZRUsKyAutok5hdyWaTgeZGmg,20.076942977133253,1.0
1065,0x48b576c87e788a762D6f95A456f2A39113b46950,1633742871,QmbzLHBfnZgBKXQWKrKhwSAsaG1P8eML8qkhg2s2wneapo,20.076942977133253,1.0
1066,0x48b576c87e788a762D6f95A456f2A39113b46950,1633742852,Qmb5Hu9AVcBNpExDRKNzhYQgVuJvrAmMM9Zf5mWcjg31hj,20.076942977133253,1.0
1067,0x48b576c87e788a762D6f95A456f2A39113b46950,1633742835,QmPvJmrZSMNZRVDkSs1x1vyUm97KUqGXBmSeJFb25xYEWF,20.076942977133253,1.0
1068,0x48b576c87e788a762D6f95A456f2A39113b46950,1633742809,QmXD5iEp7r52u4jiF88FEST269yqGwUr7LaeSmNsHLE8DP,20.076942977133253,1.0
1069,0x48b576c87e788a762D6f95A456f2A39113b46950,1633742788,QmTSTT3NGtZZaFB3zhRQb1u6W9LpbGtvfWAEhbpxFF14Sm,20.076942977133253,1.0
1070,0x48b576c87e788a762D6f95A456f2A39113b46950,1633742769,QmbzQyCtUu1TUrsVNJz5mKGQ2FyjSeStYbtYKhMAMt3MBB,20.076942977133253,1.0
1071,0x975CC4Ef1Ae67e1eDecadB7072a93faeD5552Fa1,1633739743,Qmdx92WBdJhwNJ4HLBDUFLoN7nj8cb1t6mm1XM9DLq3StA,38.49,1.0
1072,0x975CC4Ef1Ae67e1eDecadB7072a93faeD5552Fa1,1633739723,QmbG2DpTJF7vu84E2CGC3jsfHg4zLN4EYBQMTJSdoKobaU,38.49,1.0
1073,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,1633726373,QmRyvSxPPdrcRK6imBDtzrKnsYzGWc6f5Y69jeYRYXsEgL,26365.77006754,1.0
1074,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,1633726331,QmVH3rSL42ZXNrRDb7p6NaDuZbYH9L7p91bfpaMiBNs3Bn,26365.77006754,1.0
1075,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,1633726302,QmP66qSZj9GCFX97pbLkKqRooDau9LAvfW4HJZvwjVDtiN,26365.77006754,1.0
1076,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,1633726264,QmUbcgfiJsK6ahY93746edCgMh7PvRcqwWy4FUw2ut1P82,26365.77006754,1.0
1077,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,1633726240,QmZckuQwCUznqQg53WdrJfjaF1CUsnHTvjCj2LRwxhkzD5,26365.77006754,1.0
1078,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,1633725959,QmWG6xx7xVPrcqS5r1fKcdH5RiskYWLdSR3wLM7FdoLrUz,26365.77006754,1.0
1079,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,1633725929,QmcVuUK48Nq6nMygVSNB6XGnETXzUJ9wwhpmDpJrE4jw6B,26365.77006754,1.0
1080,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,1633725823,QmZ9RNrnfgByA3c9G1dvkEojBGy59PQbm7J1oC6vTdaP3q,26365.77006754,1.0
1081,0xEeEA24010c64c83BA9ac9d1dC4048CB46395B726,1633719884,QmTgJxWUKfiYdh3HfnE8qtbP54nnCbCsVJcWpCWCdXBhzU,1873.2462254824136,1.0
1082,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,1633717871,QmPadH2B1hXdVs9CEaPnVVqgxFtPGEv9GP3QG79E8Y2Nve,23175.683050199976,1.0
1083,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,1633717748,QmeFWYGSoRUhWbXv6jSx9ez9FWdpSr2qbDVfV1L2zudkLx,23175.683050199976,1.0
1084,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,1633717499,QmbJkFa4MoJ7MQ8k4BadiDHsy6cpt6mGzqGy7mBVGCJets,23175.683050199976,1.0
1085,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,1633717291,Qme6x1Z8ZgJq4VchuVceTUFcWtP7jMKYgySumNdK7pMEzw,23175.683050199976,1.0
1086,0x362CfE20851584DF00a670b2c8460A3aafD35839,1633716076,QmStAr6B89EKCTDZV4RKgpW2PQb4QCMwriq3zCqqBJmotu,30000.0,2.0
1087,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,1633716058,QmVEuNvnXNyw8hdF68v9w1xGemvB2jFeQeX246pggfiLKC,23175.683050199976,2.0
1088,0x9DA423a15a87E145d9dAEF73F30A710cB4106BD2,1633715218,QmPpUr1LLYLrbBRcf762HqM1CFvxBv9ktXoCF9yHUhomcx,5000.0,1.0
1089,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,1633715021,QmT4FuqoPsuRGtNGcemxqw3Bc9LPiyRBhJbkqS3P68R2NL,23175.683050199976,1.0
1090,0x9DA423a15a87E145d9dAEF73F30A710cB4106BD2,1633714663,QmWtsiq3JhezDHwGui3YbfC6oS5WntgLEv9yWUrqr4pGwd,5000.0,1.0
1091,0x9DA423a15a87E145d9dAEF73F30A710cB4106BD2,1633714648,QmSkDdUPCsCLTGZckLuCe1iGHK1ohqdosAbqifThNJ2nGd,5000.0,1.0
1092,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,1633714370,QmcEYHtH453xQgzJypDyU6yrSpsHdajn9z4afJyU3tKhmp,23175.683050199976,1.0
1093,0x362CfE20851584DF00a670b2c8460A3aafD35839,1633714331,QmZCuS5HTv5CFHs3frUsShQ7Mes1UumqsVd41c9j7NroMa,30000.0,1.0
1094,0x9DA423a15a87E145d9dAEF73F30A710cB4106BD2,1633713420,Qmb1YJCwr59TcBWGkgLybmG5Xm9sG2yaFvBMGijEdwL6J1,5000.0,1.0
1095,0x86D282313c1274AFaf3e21d648D7A6F6b07CBC43,1633713093,QmarHeW5NALitjdQjUkeD9bEcJU7khcZr8tRb7PLwUR4Gk,362.5,1.0
1096,0xF49A4ba03f69eEf2366303e64Fc7b3a33d3f0043,1633712910,QmX82yunqDVSumJp9zhLJ9AEvmpnsqB2trLTWKpPjMSvg3,28128.255448130407,1.0
1097,0x7bA6416f4ef7487dB8126C4Dc77ab551564EDF6c,1633711791,QmZ9YFKGD84L1KPfZJPHy9UuPwcqSqwmNxy3Ugba6Fs8e5,96306.08326322373,2.0
1098,0x7bA6416f4ef7487dB8126C4Dc77ab551564EDF6c,1633711578,QmTr3Y5AAZXFaTFbWrAjm94Gh4tZg1KSgwG86Kivv1G87q,96306.08326322373,1.0
1099,0x7bA6416f4ef7487dB8126C4Dc77ab551564EDF6c,1633711238,QmNuTSqEg1z9nqqEABAvpkTP3kVqv9f2M9VsxSv1x5b5Ah,96306.08326322373,1.0
1100,0x7bA6416f4ef7487dB8126C4Dc77ab551564EDF6c,1633711145,QmbYKmhiYjghgaveBdzGSCS5ZEGWV3EijYDzr8Eg1wBt4V,96306.08326322373,2.0
