address,choice,balance,timestamp,dateUtc,authorIpfsHash
0x67bCdFcdFc4f4fF2D6688A23717480548016e98d,9,6711.701,1617328283,"Fri, 02 Apr 2021 01:51:23 GMT",Qmap7GH8efSyzjW3oBmTthvoA7PY16jQPwCwYxHqAMhgzW
0x0B2dF028C26bA1f58e6eA282b2a1D515d99Ae282,9,1035.2494653672265,1617329038,"Fri, 02 Apr 2021 02:03:58 GMT",QmPCXQGY9qMe1sZDEiA8ZzVcyKuvFnc2CHDUJABFKTNv1v
0xD245026b6fDC76b8cD7d9bB2D3BA560F6D7dd439,9,106936.651019245,1617330027,"Fri, 02 Apr 2021 02:20:27 GMT",Qmdc9KJGjaCZ5XYfanwn4ARFvXsgqbci27poBaxagc1NNX
0xC0A5C64375A349930d3d57195f4e4145c67c5915,9,937.7756008568554,1617332778,"Fri, 02 Apr 2021 03:06:18 GMT",Qmcp7hPTUvBfFXQ1bzJhytbgUE6vmn2n35nJ4cK7wm9kwo
0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,4,600,1617335517,"Fri, 02 Apr 2021 03:51:57 GMT",QmeTKo2QBeS5RgLuqrtFY1YMr7HUL4RbvVWBV17mUYpgmY
0x21e06646433954AaBaCE8E3d93d502e423249299,12,1005.5231796488862,1617343091,"Fri, 02 Apr 2021 05:58:11 GMT",QmR6yVKJDsbqwkfERkWRgzNjReRcAdaXbMsNVBUV7ck8cc
0xef37BE5ABF9596B4df70AE9160947866f2355455,9,109.13374,1617343559,"Fri, 02 Apr 2021 06:05:59 GMT",Qmcjo5NYmo6VLjwRKkxYg6RaJph7y8TVNLc5R9Z6VtaAeL
0xb821A211957E317aF957b28e7292b27a8f9A3b73,7,898.718686353844,1617345886,"Fri, 02 Apr 2021 06:44:46 GMT",QmbPZb8v652fkYWZiKDw3yjfnqijg2pbdMeiWk63PMsaWD
0x362CfE20851584DF00a670b2c8460A3aafD35839,10,10000,1617349325,"Fri, 02 Apr 2021 07:42:05 GMT",QmPuEE5mRKWvLVCGp1rQCB8JmNLLNXQzjidP3fr8aqdsRV
0x01d5595949fdbE521fbC39EaF09192dfFB3bFc17,1,28576.286,1617349600,"Fri, 02 Apr 2021 07:46:40 GMT",QmZJNt9Eiz8MwTYLmVmJhVgPjujqPx7gWrqjqztWqGCqNd
0xa449B792C5629c6ba6117C0a4C707bE42C5f81B4,9,278,1617349732,"Fri, 02 Apr 2021 07:48:52 GMT",Qmc56tyY5n9hacrd2pmo7EN7yQgBYSLm8FTyPoHQNidnLe
0xf88bD9c3F81f7148E4076bBB8b2e2B0951A8cE38,2,38165.02967385932,1617349936,"Fri, 02 Apr 2021 07:52:16 GMT",QmSm23qWY69233c9HCp9srzkUpGKDsx3rcd546HKFdnp2m
