address,choice,balance,timestamp,dateUtc,authorIpfsHash
0xf3a7ACf685c737B632Ffe4265BB9094C25cF8Ac4,8,536.3817845473446,1614691179,"Tue, 02 Mar 2021 13:19:39 GMT",Qmbmrbabu1fRZqrUSG5244W4NSksPmKLJGgFAE8Jqbtzu9
0x1Daf0b27e0F54a235abb5D52D276033394Eb8F49,5,567.7966754449892,1614691234,"Tue, 02 Mar 2021 13:20:34 GMT",QmPFx3GkooBVY3hREvVMMe4quYReuSauqq1jp6UA8oj9ci
0x15b5359fd05A37ba6546AaCabe92D9354aD18D07,13,208.22730243275876,1614692012,"Tue, 02 Mar 2021 13:33:32 GMT",Qmei1BVEZA94dSTDov5pvfr3CgrnCuD999LtoNbpJTpDBq
0x34335050Aa618DA5F5187E7644f0b86a015E55d3,8,36965.257736133404,1614692143,"Tue, 02 Mar 2021 13:35:43 GMT",QmcPYxDpW8xzCK6Z5JHodymURGiFtdryJS7Qo5rdkURzLo
0x5De4EA2F4fDe1823ea0432FbeB7E8E7a69f8987C,8,5340.749815216586,1614692202,"Tue, 02 Mar 2021 13:36:42 GMT",QmWXKfyTCtjbidzadHCGxUPt1hwZVMib1Sp9zRzufLhVRP
0xd647b65fF1e4b25E3d2Dc86553A42c2675072A1a,8,16500,1614692500,"Tue, 02 Mar 2021 13:41:40 GMT",QmSCbws6HoRyrGvpyarfSCQkFeptadiV1i95fbmST6PMjz
0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,6,861.8821091289431,1614693642,"Tue, 02 Mar 2021 14:00:42 GMT",QmaWw4pcdru7RV2bjmsYHb6iMkpSLT3EkE7JX6vZbrqBfm
0xFE53E594f981e234FCc5e33d3C37943C81766485,6,83.66205484410322,1614696328,"Tue, 02 Mar 2021 14:45:28 GMT",QmRNWpfJS3JxLAv4hHdHZAsPwkhHA1sHHruPjZ7E4aBTFJ
0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,13,178153.2390210113,1614699698,"Tue, 02 Mar 2021 15:41:38 GMT",QmUsurWUWCmaoq6astXy2MHmK1LeWy7VnrAUJ6gLpGM6Ba
0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,5,226153.42552137488,1614700699,"Tue, 02 Mar 2021 15:58:19 GMT",Qmc33EtGRbEim8GhJuJ1CJTY6WTFrtujGLjZXQw21ow7Me
0x105DfEd176B4c5Ba488Ee5F4362638Ab0216b8c4,20,53455.39570675277,1614701115,"Tue, 02 Mar 2021 16:05:15 GMT",QmbByN3tLim3jcJn4Xfj38eC6rN6qpMVQorRQ7L9XwkeMc
0xef37BE5ABF9596B4df70AE9160947866f2355455,8,109.13374,1614701776,"Tue, 02 Mar 2021 16:16:16 GMT",QmU76jwXNB9U58QhiSEAoUM675NHug1Z6arEPEcDV3ejot
0xe2C699FE9addaFD708eDb900eA7e5F4a25e0a33B,8,2573.408375071,1614704731,"Tue, 02 Mar 2021 17:05:31 GMT",QmU6vqquqyHiQUc9MdWMEyT8QEP4DA6DGv9iq5P2LuBHeS
0x5f532E354A72eE73778f03E16823A2c2E2fb312B,17,1000,1614705463,"Tue, 02 Mar 2021 17:17:43 GMT",QmczynpBvt5xRee4LatQfJaydP4e7YKaoEkV6mhitqsSZs
0x2BcA3836741FE09f690ca7F1EDfCED65968D57C3,19,33532.8,1614710333,"Tue, 02 Mar 2021 18:38:53 GMT",QmRWrXf2Uu9Nz2JtJ9N5YU7J9LoFnk1127KE4R6JJECYFu
0x65f4424CEa0593c53Fe4E34d55455238BD058a6c,14,1000.06,1614714656,"Tue, 02 Mar 2021 19:50:56 GMT",QmPNNLktyPwBPJuE9Cbwo6TxzsZrSRAv55r8WwjrDahpoq
0x12BD31628075C20919BA838b89F414241b8c4869,8,277855.1402307785,1614720406,"Tue, 02 Mar 2021 21:26:46 GMT",QmcN68YwubDP5fh1CEABvKaJc3RVJ57UDNq4Np8GjB9q2S
0x01b8744f70cE3386aac11365516B231A78004198,13,51363.919657352984,1614722795,"Tue, 02 Mar 2021 22:06:35 GMT",QmVQ6qB26xrMbmLxXu8QELRQKFQc4snjr7PdT8qhoXuy1P
0x570f7066bd0A0fdf4d66E7c8dfF562434d1e1789,10,14222.739,1614733287,"Wed, 03 Mar 2021 01:01:27 GMT",Qma3hkDv7vtza5nSQrT9cKH5ceQeSEdYToRQeoVjCBvhxE
0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,10,11078,1614733461,"Wed, 03 Mar 2021 01:04:21 GMT",QmQCS6tswWo9NBDHxJWkt2z5uD2N8LKGs8M6WHhSofx33g
0xd76dB3264b6b3E44AA9086Be25D876e4a73712f8,5,2498.408375070997,1614752287,"Wed, 03 Mar 2021 06:18:07 GMT",Qmd4v3GYeAXAVwZFzb8BRz77cM9BrCBvRS9jsmm7V8tk7r
0x2102fbdb989Ad103DFd0D110E639A8abe0e148fF,11,639.425197827362,1614774170,"Wed, 03 Mar 2021 12:22:50 GMT",QmXHkwrm4UzkJRm4ghxQVbBH6KbrpLqApYUTFewy7pi5Ee
0xE0093f7A481f1545d4A656726735E544Eb98eD93,20,250000.000000004,1614782660,"Wed, 03 Mar 2021 14:44:20 GMT",QmV3XWBZaLa8PmgdX9dPxH4QSU3T6xqRx7fLJBAkjNe68M
0xcBdD51CF4e679542de0AC059Ae7399d798870F5F,8,29999.97808381,1614783238,"Wed, 03 Mar 2021 14:53:58 GMT",QmSGjNHRvPPbssXBdYh5DxT9pHGf1DkMxe5MnhUJGCtHCn
0xfc1719d6eDC4318820d02C725b4F6e530D11Bebb,8,10177.493,1614788866,"Wed, 03 Mar 2021 16:27:46 GMT",QmXAEEdSkco6RgPM8RRAKgqtgXNrVLWJFNhpFT9cJM3pZ9
0xb99cd08C2601a51EBBfCBaf8B9C18056E19ABC9D,14,20000,1614801713,"Wed, 03 Mar 2021 20:01:53 GMT",QmVtby9rTZuw84KkRGXUQ5PuUjzSVRmx6LDtTQrRZqfayh
0xF0e5094e51CDD81eBD68dD3F19AA580E2396A94D,11,10771.17339332855,1614805814,"Wed, 03 Mar 2021 21:10:14 GMT",QmbM2ktxA5kP7EH5v64xw9gPj8PwpWGhStJGxf6gdC9YSM
0x2A6d066aC40a99785991D29A8D3Efbda705089Bc,8,355.84077894076626,1614808674,"Wed, 03 Mar 2021 21:57:54 GMT",QmR4tLGcgxFE98MD6QE4VhDvAFDzmZznr8HSve2FWoJq1r
0x33359285F30E7B3386dE70ca500F4fe27853765B,14,500,1614818346,"Thu, 04 Mar 2021 00:39:06 GMT",QmYoRAAZZDn2ErDyATEBshiLZJcTUCmvF4vn778sXBp59Q
0x87E4B99cE07073594AdDA44338705BA1Ab674cbD,5,206.09424495514708,1614847711,"Thu, 04 Mar 2021 08:48:31 GMT",QmQShtGUhMJM24o9Z827BoXi1ZTYGGUqEF2ur7L61GAHq1
0xfFFcDe5289A1299d2D6A845EC6Ebc51361CE3e6e,20,2407.3,1614853032,"Thu, 04 Mar 2021 10:17:12 GMT",QmRkDNcQVKuXUEDVjs1apx7sidfHwkEmGBGKn2P77bFTQt
0xE4201EAEb2f31D0d8321aEF77936Aa403a4CcC25,1,691.6080363431827,1614854076,"Thu, 04 Mar 2021 10:34:36 GMT",QmSor6KDzn83sEgoiK8cHSc8p2LmxYzeDMPgtiqMmiEdjr
0xD01559BB03cc83d4661193b513e5A083Ad0cc8Cf,8,517.1491224760003,1614856670,"Thu, 04 Mar 2021 11:17:50 GMT",QmPcbS6UL75tqBTv4M1jU9KdHyKA3sw9WZ35FcJ8RzsL5t
